Fourth moment,Kurtosis,Modulation type
1.1248593e-05,2.7173753,1.0
1.1085631e-05,2.7761693,1.0
1.1267335e-05,2.699565,1.0
1.1548954000000003e-05,2.6948598,1.0
1.1018521e-05,2.7535768,1.0
1.1031449e-05,2.6563867,1.0
1.1336373000000003e-05,2.6996498,1.0
1.101694e-05,2.6963701,1.0
1.1161708e-05,2.6033421000000003,1.0
1.1006996999999997e-05,2.6567731,1.0
1.1144311e-05,2.7831871,1.0
1.110283e-05,2.6280102000000003,1.0
1.1413682e-05,2.7061933,1.0
1.1318339999999999e-05,2.6960091,1.0
1.1521297e-05,2.7365094,1.0
1.1317029e-05,2.6448337000000004,1.0
1.1128674e-05,2.6754757,1.0
1.1122178e-05,2.780465,1.0
1.1123331e-05,2.7079791,1.0
1.1036321e-05,2.6898421000000003,1.0
1.1224954e-05,2.7494618,1.0
1.1315139e-05,2.7026096,1.0
1.1081604e-05,2.71702,1.0
1.1052282e-05,2.766289,1.0
1.1197631e-05,2.7172634,1.0
1.1000014e-05,2.7647065,1.0
1.1151098e-05,2.7419297,1.0
1.1274921e-05,2.7674565,1.0
1.1261567e-05,2.6814699,1.0
1.1260864999999997e-05,2.6586597000000003,1.0
1.1059506e-05,2.7089657000000003,1.0
1.1105212e-05,2.6463601000000003,1.0
1.1103005e-05,2.7150437000000003,1.0
1.118191e-05,2.7428417,1.0
1.1076526e-05,2.6794146,1.0
1.1555175999999997e-05,2.6610151,1.0
1.1119138e-05,2.7416754,1.0
1.1191102e-05,2.6674388,1.0
1.1051472e-05,2.6876352000000003,1.0
1.1250638e-05,2.6907366,1.0
1.1227e-05,2.7958997,1.0
1.1387603999999997e-05,2.6704263,1.0
1.1093899e-05,2.7057844,1.0
1.1242589e-05,2.7166361,1.0
1.1048753e-05,2.7530789,1.0
1.1772937e-05,2.7199535,1.0
1.1486077e-05,2.7030845,1.0
1.1002872e-05,2.6632785,1.0
1.1295411999999996e-05,2.6146089,1.0
1.1113449e-05,2.7036278,1.0
1.1279046e-05,2.6940603,1.0
1.1621102e-05,2.6355659,1.0
1.1106404e-05,2.688647,1.0
1.1137479e-05,2.6956295,1.0
1.1283638e-05,2.6604546,1.0
1.1109281e-05,2.7380883,1.0
1.1147915e-05,2.6482078,1.0
1.1240169e-05,2.6953683,1.0
1.1200783e-05,2.7368490000000003,1.0
1.113052e-05,2.7546507,1.0
1.1300821e-05,2.6832628,1.0
1.1081967e-05,2.700116,1.0
1.1343364999999996e-05,2.7253646,1.0
1.1359389000000003e-05,2.6207990000000003,1.0
1.1288943e-05,2.6715339,1.0
1.1560022e-05,2.7119899,1.0
1.1015826e-05,2.7026814,1.0
1.1278647e-05,2.7029554,1.0
1.100566e-05,2.7055213,1.0
1.149977e-05,2.6741358,1.0
1.1082515e-05,2.6432303,1.0
1.1405630000000003e-05,2.6940193,1.0
1.124414e-05,2.7565228,1.0
1.1364295e-05,2.705891,1.0
1.1283571e-05,2.6903206,1.0
1.1357907e-05,2.7104271,1.0
1.1254989e-05,2.6860599,1.0
1.1142463e-05,2.7187786,1.0
1.1288866e-05,2.7125609,1.0
1.144231e-05,2.7020653,1.0
1.1237437e-05,2.7244936,1.0
1.1154119e-05,2.6941976000000003,1.0
1.1067536e-05,2.7351142000000004,1.0
1.1056614e-05,2.6297148,1.0
1.1487971e-05,2.6952437,1.0
1.1244286e-05,2.6736047000000003,1.0
1.167671e-05,2.7093005,1.0
1.1034647e-05,2.7410828,1.0
1.1460359e-05,2.6813415000000003,1.0
1.1104188e-05,2.7443642,1.0
1.169188e-05,2.702191,1.0
1.1005587e-05,2.6814933,1.0
1.1061632e-05,2.5985562,1.0
1.1365025e-05,2.6762039,1.0
1.1106986e-05,2.6803872,1.0
1.1392627e-05,2.7019622,1.0
1.1492877e-05,2.6963429,1.0
1.1843259e-05,2.6668311,1.0
1.1539127000000003e-05,2.6587191000000003,1.0
1.1512563e-05,2.7323854,1.0
1.121185e-05,2.7838397999999995,1.0
1.1041394e-05,2.652421,1.0
1.1428517999999997e-05,2.6825528,1.0
1.1017731e-05,2.7253513,1.0
1.1207067e-05,2.7208085,1.0
1.1562611e-05,2.7833905,1.0
1.1532213e-05,2.7155543,1.0
1.133493e-05,2.6454882,1.0
1.1424729e-05,2.730032,1.0
1.1304498e-05,2.6915543,1.0
1.1223081e-05,2.7129958,1.0
1.1261109e-05,2.697898,1.0
1.1046501e-05,2.6318934,1.0
1.1107875e-05,2.7045642000000005,1.0
1.1378547e-05,2.6923181,1.0
1.1281481000000003e-05,2.6528554,1.0
1.1004694e-05,2.7471006,1.0
1.1480434e-05,2.7279697,1.0
1.1044571000000003e-05,2.7079795,1.0
1.1119663e-05,2.6240709,1.0
1.1758636e-05,2.6802939,1.0
1.1232792e-05,2.6402567,1.0
1.1049303e-05,2.6875879,1.0
1.1191372e-05,2.7489432000000003,1.0
1.1478373e-05,2.7559633,1.0
1.1172323e-05,2.6764197,1.0
1.1027615e-05,2.6143681,1.0
1.1059592e-05,2.7040396,1.0
1.1120633e-05,2.6401857000000004,1.0
1.1120964e-05,2.6876334,1.0
1.1062347e-05,2.7018085,1.0
1.1250039e-05,2.7401635,1.0
1.1050676e-05,2.6933655,1.0
1.1069195e-05,2.6528737,1.0
1.1270452e-05,2.6392411,1.0
1.1020594e-05,2.6770195,1.0
1.1085067e-05,2.6894267000000003,1.0
1.1203171e-05,2.6590002,1.0
1.1347124e-05,2.7335475,1.0
1.1355874e-05,2.6966706,1.0
1.1167833e-05,2.7168675,1.0
1.1300124e-05,2.7433962000000003,1.0
1.161401e-05,2.6391905,1.0
1.1212785e-05,2.722836,1.0
1.1252052e-05,2.6352488,1.0
1.1614650999999997e-05,2.653727,1.0
1.1080232e-05,2.6975183,1.0
1.1511298999999997e-05,2.6911382,1.0
1.1156717e-05,2.7224269,1.0
1.1259804e-05,2.7493013,1.0
1.1342745e-05,2.7839712000000003,1.0
1.1075505e-05,2.7637479,1.0
1.1707123e-05,2.6577103,1.0
1.10666e-05,2.7059986,1.0
1.1089224e-05,2.6773944,1.0
1.1200329e-05,2.7004918,1.0
1.1170889e-05,2.6878662,1.0
1.1274075e-05,2.6524026000000003,1.0
1.137359e-05,2.6522943,1.0
1.1171475e-05,2.6706095000000003,1.0
1.1395987e-05,2.6661594,1.0
1.1004152e-05,2.6980542,1.0
1.1458494e-05,2.6674902,1.0
1.1361864e-05,2.7446048,1.0
